"name","ref","id","address/name","address/street","address/street2","address/zip","address/city","address/country_id.id","address/phone","address/fax","address/email","property_payment_term.id","credit_limit","x_nif","x_stat","x_cif","customer","supplier"
"ENTREPRISE FANOMEZANA","C22140","C22140","MR RAMIARINJAONA RODOLPHE"," LOT II M 7 ANDRAVOAHANGY - 101 ANT",,"101","ANTANANARIVO",135,"2232686","2234907","0320235068/0331135068",5,600000000,"10700809 B du 29/05/09","51 601 11 1992 000 206 du 09/03/06","0006278 DGI-A DU 19/05/09","TRUE","FALSE"
"TRANOMBAROTRA SAJOBE","C22141","C22141","MR MODESTE","II I 56 TER ALAROBIA AMBONIHOLA",,"101","ANTANANARIVO",135,,,,5,0,"803.443.135",,,"TRUE","FALSE"
"QUINCALLERIE MINO","C22142","C22142","RAMINOSON FRANCK","LOT II M 129 BIS MAHAVOKY",,"101","TANA",135,"320235068",,,5,25000000,,,,"TRUE","FALSE"
"LECOFRUIT","C22143","C22143",,"BP 207, 24 RUE RADEME 1ER ISEUDOLEN",,,,135,"2246425/26","2257025","jb@oimjb.com",5,3000000,"105007058","51216 11 1989 1 10019  ","0057771/DGI/B DU 30/10/09","TRUE","FALSE"
"KOBAMA","C22144","C22144",,"GAL RATSIMANDRAVA SOANIERANA",,"101","ANTANANARIVO",135,"2228683/20310","2232735",,5,15000000,"8306754 DU 21/11/02",,,"TRUE","FALSE"
"KARINA SARL","C22145","C22145",,"ZONE INDUST FORENO XV P14 TANJOBATO",,"102","ANTANANARIVO",135,"2426500/26841","2247563",,5,8000000,"105005146",".18017112000000244  ",,"TRUE","FALSE"
"ENTREPRISE ENEC","C22146","C22146","MME BAKOLIARIMANANA NIRINASOA","LOT IVX ANKAZOMANGA SUD",,"101","ANTANANARIVO",135,"2369905",,,5,60000000,"1139CISCO TV",,,"TRUE","FALSE"
"QIE MANDROSOA","C22147","C22147",,"LOT IF 14 MANDROSOA IVATO",,,,135,"2451488/0320221581",,"324010387",5,20000000,"2520827",,,"TRUE","FALSE"
"QUINCALLERIE NOMENA","C22148","C22148","MR RAKOTOAMISOA REMI FIDELE","LOT II N 54 BIS ANALAMAHITSY",,"101","ANTANANARIVO",135,"2232725",,,5,4000000,".01793036",".60212111999000606  ",,"TRUE","FALSE"
"WWF","C22149","C22149","MR ANDRIAMANDIMBIARISOA HILDA","PRES II N - 85 M TER ANTSAKAVIRO",,,,135,"2234884","2234888","wwfrep@moov.mg",5,50000000,"1525245","  ",,"TRUE","FALSE"
"STE SACO","C22150","C22150","MME SONIA","LOGECO N?2-3 67 HA NORD EST",,"101","ANTANANARIVO",135,"331181236",,,5,5000000,"15481813",,,"TRUE","FALSE"
"STE HUA XIA CONSTRUCTION","C22151","C22151","MR WANG","LOT III X 58 TER ANOSIBE",,"101","ANTANANARIVO",135,"0331160348/0331116948",,,5,700000000,,,,"TRUE","FALSE"
"MOSQUEE BORHA","C22152","C22152","MR SADEKALY",,,,,135,,,,5,20000000,,,,"TRUE","FALSE"
"B E P A","C22153","C22153",,"LOT II H 57 BIS ANKETANA",,"101","ANTANANARIVO",135,"2240872/2422291","2252401",,5,4000000,,,,"TRUE","FALSE"
"A.O.MET","C22154","C22154","MR RAKOTOARIMALALA Nirina Martin","LOT 156 CE ANDRANOMENA",".",,,135,"0331143988/0320543988",,"2424469",5,5000000,,,,"TRUE","FALSE"
"ICC MADAGASCAR SARL","C22155","C22155","MR RANDRIAMBOAVONJY VICTOR","TANA WATERFRONT AMBODIVONA",,"101","ANTANANARIVO",135,"2232860","2232860","secretariat@icc_madagascar.com",5,4000000,"107009588","452 12 11 2000 0 101 03  ",,"TRUE","FALSE"
"VISION VALLEY","C22156","C22156","MR JORDAAN GAVIN","AMBOHIBAO",,"101","ANTANANARIVO",135,"2253413",,"331444127",5,20000000,,,,"TRUE","FALSE"
"TSFM","C22157","C22157","HAJAVOLA","ANDOHANIMONDROSO",,,,135,"2237463","2266905","contact@tsfimorobe.com",5,0,,,,"TRUE","FALSE"
"MR GOULAM ABASSE","C22158","C22158",,"ISOTRY",,"101","ANTANANARIVO",135,,,,5,10000000,"6614449",,,"TRUE","FALSE"
"MR MAMOD MORABE","C22159","C22159",,"ANDRAVOHANGY",,,,135,,,,5,5000000,"5808675",,,"TRUE","FALSE"
"TRANSPORTEUR LEONG","C22160","C22160","MR LEONG SIWLONE","LOT IV1 24D ANOSIVAVAKA",,"101","ANTANANARIVO",135,"2321511/0331101568",,,5,10000000,,,,"TRUE","FALSE"
"MR SIBTENE TOKY","C22161","C22161",,"ANDRAVOHANGY",,,,135,,,,5,3000000,"105000857",,,"TRUE","FALSE"
"MR ZOHER AKO","C22162","C22162",,"ANDRAVOHANGY",,,,135,,,,5,0,"4956571",,,"TRUE","FALSE"
"MR RAKOTONIRINA","C22163","C22163",,"AMBODITSIRY",,,,135,,,,5,3000000,,,,"TRUE","FALSE"
"QUINCALLERIE D'AMBATONOKE","C22164","C22164",,"LOT VA 21H VOLOSARIKA",,"101","ANTANANARIVO",135,"2261203",,,5,25000000,"5370526",,,"TRUE","FALSE"
"MR KOURECH","C22165","C22165",,"TSARLALANANA",,,,135,,,,5,6000000,,,,"TRUE","FALSE"
"IKORIANTSOA","C22166","C22166",,"ANKADIKELY",,,,135,,,,5,5000000,"368358",,,"TRUE","FALSE"
"MR RAKOTOMALALA","C22167","C22167",,"AMBOAHITSY",,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"LUXOR","C22168","C22168","MR NIVO","BP 1481 RUE RANARIVOLOVBEHORIRIKA",,"101","ANTANANARIVO",135,,,,5,3000000,,,,"TRUE","FALSE"
"QIE FIHAVANANA","C22169","C22169","MR ZAMIM","AMBALAVAO ISOTRY",,"101","ANTANANARIVO",135,"320216246",,,5,100000000,,,,"TRUE","FALSE"
"T E D","C22170","C22170",,,,,,135,,,,5,5000000,"105 00 63 05",,,"TRUE","FALSE"
"I.C.M.M","C22171","C22171","MR PENNEC","LOT II R 160B.A BETONPOLO","BP 4359","101","ANTANANARIVO",135,"2249624/0320700110","2249631","icmm@moov.mg",5,3000000,"105000857",".28102112001010002  ",,"TRUE","FALSE"
"LE PANORAMIQUE","C22172","C22172","M.BOUDET","BP 8422",,"101","ANTANANARIVO",135,"2230001/2410669","2410669","symphonie.admin@iris.mg",5,10000000,"107 012 804","70110  00 2000 0 10062  ",,"TRUE","FALSE"
"MR ZOHER TAIBALY","C22173","C22173",,"CENTRE TAJ ANKORONDRANO",,"101","ANTANARIVO",135,,,,5,50000000,,,,"TRUE","FALSE"
"PETROCONTRACTING","C22174","C22174","MR ARNACHELLUM BABY","LOT II J 172 H IVANDRY",,"101","ANTANANARIVO",135,"2243995/0331243982","2242408","petro@blueline.mg",5,25000000,"107005934",".51607112001010058  ",".0023922DGI-A DU 28/09/09","TRUE","FALSE"
"MR RAFIK PROMOD'OR","C22175","C22175",,"ISOTRY",,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"RASSAY DISTRIBUTION","C22176","C22176",,,,,,135,,,"rassayrot@yahoo.fr",5,9000000,"107003933"," .52118111991100019  ",".0024172 DGI-A","TRUE","FALSE"
"MR ABIDHOUSSEN","C22177","C22177",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"MR BADOURALY","C22178","C22178",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"T O A","C22179","C22179",,,,,,135,,,,5,50000000,,,,"TRUE","FALSE"
"S.E.P.C.M","C22180","C22180",,"BOULEVARD RATSIMANDRAVA SOANIEANA",,"101","ANTANANARIVO",135,"2229146/53/54","2229163","sepsm@senicro.mg",5,3000000,,,,"TRUE","FALSE"
"ENTREPRISE HARY","C22181","C22181","MR HARY","LOT IIV 88 AMPANDRANA",,"101","ANTANANARIVO",135,"0320762340/0324287665",,,5,6000000,"325028",,,"TRUE","FALSE"
"MADA TRADE A.F SARL","C22182","C22182",,"LOT 20 FI AMBOHITRAVAO TALATAMATSY",,"101","ANTANANARIVO",135,"2255808",,,5,7000000,"3996574",,,"TRUE","FALSE"
"FRANCE PUB","C22183","C22183",,,,,,135,,,,5,3000000,,,,"TRUE","FALSE"
"ENTREPRISE FIFANAMPIANA","C22184","C22184","MR MARCELIN RAZANATOVO","LOGT 2029 BIS CITE67RS NORD EST",,"101","ANTANANARIVO",135,"2220576",,"enfi@hotmail.fr",5,10000000,"4108953",".45212111996010934  ",".0070721DGI-A","TRUE","FALSE"
"HOTEL AL SHAME","C22185","C22185","MR SALIME SHERALY",,,,,135,,,,5,3000000,"90211",,,"TRUE","FALSE"
"TAJ HOTEL","C22186","C22186","MR KOURECH","49, RUE DE LIEGE",,"101","ANTANANARIVO",135,"2262410",,,5,3000000,"107006107",".55201111993010034  ",".007160DGI-A DU 07/07/09","TRUE","FALSE"
"MR ONALI TSIMANAVAKA","C22187","C22187",,,,,,135,,,,5,0,"6109357",,,"TRUE","FALSE"
"MANARIVO ENTREPRISE","C22188","C22188","MR RAMAROMISA VOHANGINIRINA","LOT III K 8 BIS ANKADITOHO",,"101","ANTANANARIVO",135,"0331130580/0331180241","2262971","sfepi@wanadoo.mg/2230580/28644",5,25000000,,,,"TRUE","FALSE"
"SFEPI","C22189","C22189","MR RAMAROMISA VOAHANGINIRINA","LOT III K8 BIS ANKADITOHO",,"101","ANTANANARIVO",135,"2230580/28644","2262971","0331130580/sfepi@wanadoo.mg",5,3000000,"105001942",,,"TRUE","FALSE"
"MR GALIB","C22190","C22190",,"Q2000",,,,135,,,,5,2000000,"2419464",,,"TRUE","FALSE"
"SOMALCO SICOB GROUPE","C22191","C22191","MME BAHOLY","ZONE INDUSTRIELLE FORELLO",,"101","ANTANANARIVO",135,"2246537/46408","2247079","somelca@sicob.mg",5,25000000,,,,"TRUE","FALSE"
"QIE LION","C22192","C22192",,"SINGANINGA HELLE VILLE NOSY BE",,,,135,"2238232",,,5,6000000,"12511813",,,"TRUE","FALSE"
"WELDOM","C22193","C22193",,,,,,135,,,,5,1000000,"9726971",,,"TRUE","FALSE"
"MAGASIN SIRINY","C22194","C22194","MR AKIL","LOT IG 43B AMBALAVAO ISOTRY",,"101","ANTANANARIVO",135,"331105404",,,5,10000000,"105003536",,,"TRUE","FALSE"
"HOTEL PALISSANDRE COTE OUEST","C22195","C22195",,,,,,135,,,,5,3000000,"105006950",,,"TRUE","FALSE"
"FRANCE ALU","C22196","C22196","MME VALERY","MAIBAROAKA ISAFO","BP11111",,,135,"2244243/45739",,,5,5000000,"21081813",,,"TRUE","FALSE"
"ENTREPRISE GENERAL DE CONSTRUCTION","C22197","C22197",,"VILLA DU CINQ AMBOHITSOA AMPANEFY",,"102","ANTANANARIVO",135,,,,5,30000000,,,,"TRUE","FALSE"
"MME NADIRA BALLOU","C22198","C22198",,,,,,135,"2322333",,,5,25000000,,,,"TRUE","FALSE"
"ASSURANCE ARO","C22199","C22199",,,,,,135,,,,5,5000000,"238.1529",,,"TRUE","FALSE"
"ENTREPRISE TANJONA","C22200","C22200","MR ANDRIAMBELO ROBERT","LOT II A 105P NANISANA",,,,135,"2434834/0320215711",,,5,150000000,"8154137",,,"TRUE","FALSE"
"COMMUNE URBAINE D'ANTANANRIVO","C22201","C22201","MR EDOUARD",,,"101","ANTANANARIVO",135,"2266950",,,5,20000000,,,,"TRUE","FALSE"
"FANAMPY VOHIDIALA GROUPE TIKO","C22202","C22202","MR FORTUNAT","AMBATONDRATAKE",,,,135,"5408078/79/80/89/83","5408081","331143177",5,6000000,"2520827",,,"TRUE","FALSE"
"SERVICES INDUSTRIEL PLUS","C22203","C22203","MR RAMLISON LANTONIRINA","LOT IVF85 BIS BEHORIRIKA",,,,135,"2426512/0331130443/",,"324351292",5,0,"9063737",,,"TRUE","FALSE"
"SPPM SICOB GROUPE","C22204","C22204","MR MICHEL/MR BARDAY","BUREAU DE LIAISON BP 3844",,"101","ANTANANARIVO",135,"2446831","2246832","sppm@simicro.mg",5,100000000,,,,"TRUE","FALSE"
"UNIMA GROUPE TANJOBATO","C22205","C22205",,"IMMEUBLE IKOPA CENTER",,,,135,"22 478 80","22 478 88",,5,5000000,"2085540",,,"TRUE","FALSE"
"MCO TRADE EURL","C22206","C22206","IMBIKY HERINOSY","BAIE N?26 VILLA PRADON ANTANIMEN",,"101","ANTANANARIVO",135,"0331455217/2220861","2220861","mco.trade@wanadoo.mg",5,3000000,"107011902","53425 11 2006 010579",,"TRUE","FALSE"
"M T C (Malagasy Trading Company)","C22207","C22207","MR HASSANALY MOISE","ENCEINTE DISCOGI",,,"ANTANANARIVO",135,"2332111/0320703468","2369405",,5,100000000,"368 967 23",,,"TRUE","FALSE"
"MAKIPLAST","C22208","C22208","MR RIAZ HASSIM","ANDOHARANOFOTSY",,"102","ANTANANARIVO",135,"2246712/0320746712","2246729","makiplast@makiplast.com:0331146712",5,26000000,"8666769",,,"TRUE","FALSE"
"ETRAMA ETUDES ET TRAVAUX A M/CAR","C22209","C22209","MR RALAMBOTIANA","LOT II B122 FA",,,"ANTANANARIVO",135,"331171089","2226489",,5,3000000,"105 002 858",,,"TRUE","FALSE"
"M/CAR MAINTENANCE PETROLIERE(MMP/BT","C22210","C22210","MR HERITIANA","BOROSY TALAMATY RTE D'AMBOHIDRALRIM",,,,135,"2244027/0320433018","2248178","mmp@blueline.mg",5,200000000,"107 01 365 1","29108 11 2002  010 003  ",,"TRUE","FALSE"
"BURMASS","C22211","C22211",,"ENCEINTE COROI SOIANIERANA",,"101","ANTANANARIVO",135,"2266650",,,5,200000000,"514743",,,"TRUE","FALSE"
"T.S.FM","C22212","C22212","MR DANIEL","ANDOHANIMANDROSERA",,"101","ANTANANARIVO",135,"2232323/61072","2237463",,5,20000000,"16231813",,,"TRUE","FALSE"
"AUTOP (GROUPE PACOM)","C22213","C22213","MME MIANDRAVOLA","LOT PRES 38 C BIS ANDRANOMENA",,"101","ANTANANARIVO",135,"2244072/48856","2258566",,5,1000000,"12.091.813",,,"TRUE","FALSE"
"CONSEIL REGIONAL","C22214","C22214","MR RAFIK RAMDJEE",,,,,135,,,,5,90000000,"7601813",,,"TRUE","FALSE"
"IMB/MAF(MISSION ANATION FELLOWSHIP)","C22215","C22215","MR ADOLF JAKOB","BP 132 IVATO AEROPORT",,,,135,"2245322/58279/","2245322","mafm-mad@",5,40000000,"15935",,,"TRUE","FALSE"
"BRICONORD","C22216","C22216","MR DJOUMA",,,,,135,"2223428/29/22461",,"2200785",5,10000000,"2273333/3",,,"TRUE","FALSE"
"STE TOKINOMENA","C22217","C22217","RAKOTONITAMA RACHELLE","LOGT 173 CITE AMPEFILOHA",,"101","ANTANANARIVO",135,"2454102/0320257418",,"331274188",5,15000000,"5636965",,,"TRUE","FALSE"
"CBIC","C22218","C22218","MR JIMY"," Lot VP 24 Ter Lazaina ","Sabotsy Namehana",,,135,"2258576/0320449899",,,5,6000000,"2 000 020 441","45212 11 2003 10001","0174423 / DGI / B du 13 Septembre 2010","TRUE","FALSE"
"SANCA LAFARGE","C22219","C22219","MR GAUTIER PIERRE YVES PARFAIT","ZONE INDUSTRIELLE FORELLO TANJOBATO",,"101","ANTANANARIVO",135,"2257696",,"sanca@lafarge.com",5,0,"105002858","51366 41 1993 0000 16  ","0050645 CP 1004","TRUE","FALSE"
"TRANOMBAROTRA SAJOBE","C22220","C22220",,"LOT II I 56 TER ALAROBIA",,"101","ANTANANARIVO",135,"2243299/0320702978",,,5,2000000,"37543",,,"TRUE","FALSE"
"ORANGE MADAGASCAR","C22221","C22221",,"IMMEUBLE GALAXY-PLAZA RUE RASETA",,"101","ANTANANARIVO",135,,,"njaka.ramanolana@orange-ftgroup.com",5,12000000,"105006802",".64212111997010016  ",,"TRUE","FALSE"
"EGECORAM","C22222","C22222","RAMANAKANDRASANA JEAN BAPTISTE","LOT II J 181 D BIS IVANDRY",,"101","ANTANANARIVO",135,,,"egecoram@yahoo.fr",5,20000000,"107011275",".45221112006010086  ",".024164DGI-A DU 26/05/09","TRUE","FALSE"
"ELEC & EAU","C22223","C22223",,"LOT IVH 51 AMBODIMITA",,"101","ANTANANARIVO",135,"2425538/0320484302",,,5,2000000,"76961973",,,"TRUE","FALSE"
"TAN 2000 CONSTRUCTION","C22224","C22224","M. TSIORY","LOT III S 141 TER","OUEST MANANJARA","101","ANTANANARIVO",135,"22 303 66",,"tsm@moov.mg",5,50000000,"4 0000 34 978","45212 11 2005 0 01702","0123272/DGI/B DU 25/05/11","TRUE","FALSE"
"CARE INTERNATIONAL","C22225","C22225","MR FETRA","CENTRE COMMERCIALE TANAWATERFRONT","IMMEUBLE SHOPRITE RUE DR RAJAONAH","AMBODIVON",,135,"2233910","22637 50",,5,2000000,"O15935","75104111998000700  ",,"TRUE","FALSE"
"QIE AUTOCAMS","C22226","C22226","MR CLAUDE","LOT 26 TB TALATAMATY",,"101","ANTANANARIVO",135,"22.457.82",,,5,5000000,,,,"TRUE","FALSE"
"COGERAM","C22227","C22227","MR. MBELO","LOT 5 D IMERINAFOVOANY",,"101","ANTANANARIVO",135,"22.452.29",,,5,15000000,,,,"TRUE","FALSE"
"QIE HERY","C22228","C22228","MR. NJATO","LOT K1 IVATO AEROPORT",,,"ANTANANARIVO",135,"22.583.57","22.583.57",,5,3000000,"5071813",,,"TRUE","FALSE"
"SUPER QUINCAILLERIE","C22229","C22229","MR.SADACALY","LOT IG 34 AMBALAVAO ISOTRY",,"101","ANTANANARIVO",135,"22.381.67/0320465369",,,5,51000000,"38548",,,"TRUE","FALSE"
"EMPS","C22230","C22230","MR JOSEPH W.","12 LALANA RABOZAKA  MAHAMASINA","TANA 101","BP 3336",,135,"2 222 056","2 220 510",,5,15000000,"15 411 813",,,"TRUE","FALSE"
"PLASTIC CENTER","C22231","C22231",,,,,,135,,,,5,5000000,"001.777.52",,,"TRUE","FALSE"
"ENTREPRISE RABES ANTANANARIVO","C22232","C22232","RABESAHALA RICHARD","LOT II N18 FA BIS AMBATOBE",,,,135,"2240021/0331164704",,,5,2000000,"621833",,,"TRUE","FALSE"
"RIANA BTP TANA 101","C22233","C22233","MR HERY","LOT IVA 9 AMBODINONINKELY",,,,135,"2363851/0330507178",,"rbtp@wanadoo.mg",5,2000000,"22921",,,"TRUE","FALSE"
"SCI LAM  GROUPE SODIAT","C22234","C22234","RAVATOMANGA HAINGO","BROSY TALATAMATY",,,,135,"2244027/0331105449",,,5,7000000,,,,"TRUE","FALSE"
"ENTREPRISE GENERALE TANJONA","C22235","C22235","MR RAMANITRANINO FALINIAINA","LOT PR?S II H 34 TER ANKAKINDRAMAMY",,"101","ANTANANARIVO",135,"331405519","2240545","egt_tanjona@wanadoo.mg",5,20000000,"6593348",".45212112001000701  ",,"TRUE","FALSE"
"EDEN / SHOPTEX","C22236","C22236","MR MAFAZAL","BEHORIRIKA",,,,135,"0331186573/0331165902",,,5,2000000,,,,"TRUE","FALSE"
"MR IRCHAD QIE MOD","C22237","C22237",,"16RUE KARIJA TSARALALANA ",,,,135,,,,5,15000000,,,,"TRUE","FALSE"
"M.C.M","C22238","C22238",,"24, RUE NAKA RABEMANTSOA","LOT III IMMEUBLE SANTA 3?me ETAGE","101","ANTANANARIVO",135,"2269564","2262176",,5,2000000,"324 435",,,"TRUE","FALSE"
"T/TRA FATEMI","C22239","C22239","MR SADEKALY/SMTP","6,RUE DE KARIJA TSARALALANA",,,,135,"320753394",,,5,2000000,"105009508",,,"TRUE","FALSE"
"TSM SARL SERVICES","C22240","C22240","MR TRSIORY","LOT IIIA 191 TANJOBATO",,"101","ANTANANARIVO",135,"2257348",,"tsm@moov.mg",5,2000000,"107011186",".522511120060100007  ",".0007238DGI-A","TRUE","FALSE"
"SA.LA.MA SARL","C22241","C22241",,"ANGARANGARA TANA",,,,135,"2269862/63",,,5,2000000,"25 751 813 DU 03/01/07",,,"TRUE","FALSE"
"E/SE VONJY","C22242","C22242","RANDRIAMBOAVONJY PARLE VAVI","AMBATOMAINTY",,"101","ANTANANARIVOP",135,"2420185/0320402827",,,5,30000000,"88351",,,"TRUE","FALSE"
"HOTEL MELLIS","C22243","C22243","MR CHANDARANA","3 RUE INDIRA GANDHI TSARALALANA","BP3395","101","ANTANANARIVO",135,"2223425",,,5,1.2511,"487661/105011253",,,"TRUE","FALSE"
"MR ZAHIR QIE NY ANTSIKA","C22244","C22244",,"ANDRAVOANGY",,,,135,,,,5,4000000,"8596163",,,"TRUE","FALSE"
"ETOILES&DECORS","C22245","C22245","MME SHEMIR",,,,"NOSY BE",135,"320458393",,,5,50000000,"105 010 343",,,"TRUE","FALSE"
"T/TRA MAHATOKY","C22246","C22246",,"TSARALALANA",,,,135,"2261307/0324037770",,,5,3000000,"353736",,,"TRUE","FALSE"
"AQARELLE SA","C22247","C22247","MME NADIA","ZI Forello, Tanjombato",,,,135,"033 03 006 94",,,5,5000000,"1111818",,,"TRUE","FALSE"
"ENTREPRISE JERRY","C22248","C22248","RANAIVOJAONA NARISAMBA","LOT AK 93 ANKADIKELY",,"101","ANTANANARIVO",135,"320266131",,,5,5000000,,,,"TRUE","FALSE"
"TROPIC MADAGASCAR","C22249","C22249","M. Gupta","Zone Galaxy, Andraharo",,,,135,"331133598",,,5,7000000,"16091813",,,"TRUE","FALSE"
"MR RAZI","C22250","C22250",,"AMBALAVAO ISOTRY ANTANANARIVO",,,"ANTANANARIVO",135,"324071223",,,5,9000000,,,,"TRUE","FALSE"
"ALU.TECH INDUSTRIES SA","C22251","C22251",,"Enceinte VIRIO PROCHIMAD Mandrosoa","BP 3161 Antananarivo 101",,"ANTANANARIVO",135,,,,5,50000000,"7251023",,,"TRUE","FALSE"
"TAO MARO SARL","C22252","C22252","MR RAMARIJAONA OLIVIER","85, LALANA PASTONY RAPOLONY",,"101","ANTANANARIVO",135,"2220623/0320205820",,,5,50000000,"88351",".45212111990010004  ",".0128137DGI-B DU 08/10/09","TRUE","FALSE"
"POLYCLINIQUE ILAFY GROUPE SODIAT","C22253","C22253","MR RAKOTOARISON NYTOKY","ANDAFIAVARATRA AMBOHITRAHABE",,"101","ANTANANARIVO",135,"2242566/0320724316",,"clinilaf@sodiat.mg",5,10000000,"105 011 253","85114 11 1992 0 10 006  ","0057 782/DGI/B","TRUE","FALSE"
"LA GAZETTE DE LA GRANDE ILE","C22254","C22254","MR ANDRIAMBELO","LOT II W23L ANKORAROTRE",,"101","ANTANANARIVO",135,"033 02 45025/2261377","2265188",,5,5000000,"105 007 751",,,"TRUE","FALSE"
"STE MARBOUR","C22255","C22255","MME RAKOTOBE","TSARALALANA","BP1725","101","ANTANANARIVO",135,"2238045",,,5,5000000,"105 006 486",,,"TRUE","FALSE"
"STE TANIMEX SARL","C22256","C22256",,"VILLAGE DES JEUX ANKORONDRANO",,"101","ANTANANARIVO",135,,,,5,3000000,"2000018238",".51367111995000188  ","0128605 / DGI / B DU 08/07/10","TRUE","FALSE"
"MAGASIN IZZI","C22257","C22257","MR SEFOUDINE","48 RUE DE LIEGE",,,,135,"2226564",,,5,20000000,"8351813",,,"TRUE","FALSE"
"TECHNO ALARME","C22258","C22258",,,,,,135,,,,5,5000000,"105 004 753",,,"TRUE","FALSE"
"C.M.P COMPAGNIE MASCAREIGNE DE PLAS","C22259","C22259",,"BP 462 ANOSIVANAKA",,,,135,"23 348 87","2222325",,5,6000000,"116.63848",,,"TRUE","FALSE"
"MR GAVIN JORDAN","C22260","C22260",,,,,,135,,,,5,20000000,"105001258",,,"TRUE","FALSE"
"M.C.I SICOB GROUPE","C22261","C22261","MME BAHOLY","ZONE INDUSTRIELLE FORELLO",,"101","ANTANANATIVO",135,"2257110","2257111",,5,3000000,"105008462",".24439112002000231  ","0002656DGI-E","TRUE","FALSE"
"DYNATEC","C22262","C22262","MR RAKOTOSOA","BATIMENT C2 VILLAGE DES JEUX",,"101","ANTANANARIVO",135,"2239735","2254030",,5,3000000,"105012143","14311112003000600  ",,"TRUE","FALSE"
"DISCOGI","C22263","C22263","MR YANNICK",,,,,135,,,,5,250000000,"421827",,,"TRUE","FALSE"
"MADISCO","C22264","C22264",,"17 RUE KARIJO TSARALALANA",,"101","ANTANANARIVO",135,"22558 22/","2262698/54620/32",,5,0,,,,"TRUE","FALSE"
"LGA","C22265","C22265","MME NORO","77 RUE DE PARTENAIRES FRANCAIS",,"101","ANTANANARIVO",135,"2222555","2226561",,5,5000000,,,,"TRUE","FALSE"
"EMIP","C22266","C22266","MR NJARA","ANKORONDRANO","BP 567","101","ANTANANARIVO",135,,,,5,8000000,"105003870",,,"TRUE","FALSE"
"DISCODIN","C22267","C22267",,,,,,135,,,,5,60000000,"301014",,,"TRUE","FALSE"
"S.P.C.I","C22268","C22268","NOAVIARILOLONA","LOT II B 21 FARAVOHITRA 122 RUE",,,,135,"2232555/0320721274","2232111",,5,5000000,"7 915 262",,,"TRUE","FALSE"
"QUINCALLERIE DU 67 HA","C22269","C22269","MR CHRISTIAN","67 HA SUD PRES DU CENAM",,"101","ANTANANARIVO",135,"2229787",,,5,3000000,"1240819",,,"TRUE","FALSE"
"JUMBO SCORE TANJOMBATO","C22270","C22270",,"TANJOBATO",,,,135,,,,5,3000000,"105001258","52291111998010100  ",,"TRUE","FALSE"
"RAKOTOMALALA OLIVIER","C22271","C22271","RAKOTOMALALA HERINDRAAINY OLIVIER","ANTSAVATSAVA ITAOSY",,,"ANTANANARIVO",135,"0331241951/2201951","2201960","olivier@panafrican.com",5,15000000,,,,"TRUE","FALSE"
"MR LIVA RAMANALINARIVO","C22272","C22272","MR MR LIVA RAMANALINARIVO",,,,,135,"2265550/0331131657",,,5,15000000,,,,"TRUE","FALSE"
"BOIS ET CONSTRUCTION","C22273","C22273","MME LOVA",,,"101","ANTANANARIVO",135,"2202961",,,5,1500000,,,,"TRUE","FALSE"
"HOTEL IMPERIAL MR MAMADJEE","C22274","C22274",,"65,RUE COLBERT",,"201","ANTSIRANANA",135,"8223329/8223339",,,5,3000000,"1132522",,,"TRUE","FALSE"
"BFV-SG","C22275","C22275","MR PATRICK","ANTANINARENINA",,,,135,"2220691/0324591782",,,5,6000000,"200 000 2711","65121 11 1998 0 10078  ","0057816/ DGI/B DU 18/11/09","TRUE","FALSE"
"HOMEOPHARMA","C22276","C22276","MME ELENA","LOT II M80 BIS ANTSAKAVIRO",,,,135,"2226934","2261317",,5,100000000,"105011287",,,"TRUE","FALSE"
"VINA TRADING SARL","C22277","C22277","MR RAHARITSIFA/MR SOA","LOT IVJ 101 ANKADIFOTSY",,,,135,"320460135",,,5,2000000,,,,"TRUE","FALSE"
"MURAILLE DE CHINE","C22278","C22278",,"ANALAKELY SOAVANO",,"101","ANTANANARIVO",135,,,,5,5000000,"12626.29",,,"TRUE","FALSE"
"MAD'ALARME","C22279","C22279","MLLE MBOLATIANA","ZONE CAP 3000 ANDRAHARO",,,"ANTANANARIVO",135,"2332008","2332007",,5,3000000,"170 818",,,"TRUE","FALSE"
"QUINCALLERIE RELI","C22280","C22280","MR RELI","A COTE DE CNAPS AMPEFILOHA",,"101","ANTANANARIVO",135,"2254422/0331104219",,,5,6000000,,,,"TRUE","FALSE"
"MAGASIN SURPRISE","C22281","C22281","MR MODHA",,,,,135,,,,5,2000000,,,,"TRUE","FALSE"
"QIE MIRARY","C22282","C22282","MR JUSTIN","ISOTRY EN FACE DISPENSAIRE",,"101","ANTANANARIV0",135,"24 656 61/0330201675",,,5,20000000,,,,"TRUE","FALSE"
"COUNTRY VIEW BED&BREAKFAST","C22283","C22283",,,,,,135,,,,5,20000000,"0 729 5350",,,"TRUE","FALSE"
"UNION EUROPEENNE","C22284","C22284","MR RODIN","9EME ETAGE TOUR ZITAL ANKORONDRANO",,"101","ANTANANARIVO",135,"2224216","2264562",,5,3000000,"1132522","611061  ",,"TRUE","FALSE"
