ref,name,address/name,address/street,address/street2,address/city,credit_limit,address/phone,address/fax,email,x_nif,x_stat,customer,supplier
C62034,AQUALMA S.A,MME ODETTE,BP 93 IMMEUBLE SCIM -MAHAJANGA 401,,,2000000,62 242 25,62 227 04,logistique.aqualme@unima.mg/ achat.qlm@unima.mg,105 000 570,05021 11 1990 0 10005,TRUE,FALSE
C62035,PROJET SANTE GTZ Mahajanga,,22 RUE RAVELOHERY ISORAKA,,,0,,,,,,TRUE,FALSE
C62036,HOUSSENBAY HASSANALY,Houssenbay Azioudine,AMBATO BOENY,,,7000000,032 04 263 97,,,4858073,6.0501411994E+016,TRUE,FALSE
C62037,FAIR BIO,M.MICHAEL ,BATIMENT I ZI SOTEMA ANTANIMALANDY,,MAJUNGA,300000000,331543030,,,120306713,15608 41 2009 0 00330,TRUE,FALSE
C62038,DRAMCO SARL,,BP507 MAJUNGA,,,40000000,0341119523/0330519523,,,4000055293,2.43114120050002E+016,TRUE,FALSE
C62039,ETS RABE,,MAHABIBO FACE HOTEL DE VILLE MAJUNG,,,5000000,340324070,,,4000262969,5.2251411918E+016,TRUE,FALSE
C67001,VAHATRA  SOFIA,MR JEAN RASOLODRAIBE,LOT 201AB AMBALABE OUEST,ANTSOHIHY,,43000000,320795960,,jean_rasolondraibe@yahoo.fr,4676407,5160942 2007 0 00064,TRUE,FALSE
C72001,PHARMACIE FENOARIVO,,BP 143 FARAFANGANA,FARAFANGANA,FARAFANGANA,0,,,,,,TRUE,FALSE
C72002,MR DANIS RAMJEE,,143 AMBALAKAZAKA SUD MANAKARA,,MANAKARA,0,72 211 83,,,,,TRUE,FALSE
C72003,RANDRIANAMBININA Thor Rings Bus,,KODAK AMBOHIMANARIVO VOHIPENO,,VOHIPENO,0,72 218 00,,,,,TRUE,FALSE
C72004,COMPTOIR FITSINJO,,PAV 34 BAZAR TANAMBAO MANAKARA,,MANAKARA,0,,,,,,TRUE,FALSE
C72005,SMPM,,MANAKARA,,,0,,,,5406047,413057,TRUE,FALSE
C72006,RAHOLIMAHEFARISOA JEANNE AIMEE,,B.P 96 MANANJARY,,,0,,,,,46544,TRUE,FALSE
C72007,ACTION SANTE ORG? SECOURS MANAKARA,0320755481 TANA,4 D 177 TANAMBAO OMBIMENA,MANAKARA,,0,72 216 29,,asos.sud-est @ dts ..mg,,,TRUE,FALSE
C72008,SEFAFI,0331243101Mr RANDRIANARIJAO,Fihaonana VOHIPENO,,,0,,,,,,TRUE,FALSE
C72009,QUINCAILLERIE 3 S,MR ANDRIAMIFIDY CHRISTIAN,MANAKARA,,,0,72 215 77,,,,313440B,TRUE,FALSE
C72010,LEONG YUIH LAN,MR Ir?n? ANDRIATSIFERANIAINA,LOT 12 D 3 ANOSINAKOHO MANANJARY,,,20000000,0331186555/0320490018,,,,4321156,TRUE,FALSE
C72011,RAHARIMALALA Lydie,,BAZAR Fenoarivo PAVILLON 113,FARAFANGANA,,0,,,,,431 318,TRUE,FALSE
C73001,AUSTRAL FISH,,FARAFANGANA,,,0,73 000 51,,,,,TRUE,FALSE
C73002,MSP,,FARAFANGANA,,,0,,,,56149301,5.1218252005E+016,TRUE,FALSE
C75001,RABEZANAHARY MAMY TIANA,,,,,20000000,324090485,,,,,TRUE,FALSE
C75002,RAFANOMEZANTSOA ANDRIAMAMPIANINA,,AVARATRA ALASORA FANDRIANA,,FANDRIANA,0,,,,,518765,TRUE,FALSE
C75003,CABINET VETO AMBALAVAO,RASOALINA VIVIANE,LOT IVF 14 AMBANITSENA,,AMBALAVAO,10000000,75 340 26/0324391185,330767698,,,,TRUE,FALSE
C75004,SOCIETE ZANATANY,,FIANARANTSOA,,,0,75 513 28/032,,,,,TRUE,FALSE
C75005,PHARMACIE VETO MAHEFA,MR RANDRIANOELINA,Cabinet et Pharmacie V?t?rinaire,MAHEFA- IVOHIBE IHOSY,,5000000,75 860 00 - 01 - 02,,mahefa_jo@yahoo.fr,,,TRUE,FALSE
C75006,AGROMAD,M. RAKESH,BP 1157 AMPASAMBAZAHA,,FIANARANTSOA,0,75 520 74/0320205267,75 517 17,supfoam@malagasy.com,1473540,432641,TRUE,FALSE
C75007,TRANOMBAROTRA FANANTENANA,,TANAMBAO - IHOSY,,IHOSY,0,75 800 18,7880146,,,,TRUE,FALSE
C75008,SOCIETE CHAN FOUI,,FIANARANTSOA,,FIANARANTSOA,0,,,,,563823,TRUE,FALSE
C75009,DOMAINE LOVASOA,,SOAINDRANA FIANARANTSOA,,FIANARANTSOA,0,,,,,419288,TRUE,FALSE
C75010,AFAFI,DR RAYMOND/MR EDSON/MR BERTRAND,BP 1240,Rue Alphonse RAKOTOZAFYFIANARANTSOA,FIANARANTSOA,35000000,320238263,75 514 99,,966063,211986000022,TRUE,FALSE
C75011,LAC HOTEL,MME RAZANASOA OLGA,SAHAMBAVY,,FIANARANTSOA,0,75 518 73,,,,,TRUE,FALSE
C75012,SOCIETE AMBOHIMALAZA MAC ET FRERES,,SOAMAF,AMBOHIMALAZA,FIANARANTSOA,3000000,0320550500/7550670,75 508 69/504 15,clos@moov.mg,650 760,0133921 2007 000408,TRUE,FALSE
C75013,TRANOMBAROTRA TANTSAHA MAMOKATRA,ANDRIANAIVO Maminirintsoa,II033/3604 Ambalafary Antsororokavo,FIANARANTSOA,FIANARANTSOA,100000000,75 518 90/032 0476052,03403 622 49,,5332633,5.22232119980001E+016,TRUE,FALSE
C75014,CABINET VETO LILA,DR VOLA/SOLOHERY,FIANARANTSOA,,,25000000,0340194025/0324242410,75 514 10,,,,TRUE,FALSE
C75015,CELVA,,RUE DE LA GARE IMMEUBLE LOMBARDO,,FIANARANTSOA,27000000,0341961083/0341955116,75 50168,nadia.razermera@freenet.mg,4941141,6.19921200000007E+015,TRUE,FALSE
C75016,SOCIETE MANADIOSOA 3 DN,,BP 1417 FIANARANTSOA,,FIANARANTSOA,0,0320255996/7550072,,,,425582,TRUE,FALSE
C75017,SOCIETE HOTELLERIE DE L'ISALO,MADA DISCOVERY TANA,BP 1 RAHOHIRA,,RANOHIRA,1000000,22 351 65 (MADA DISC),22 351 67,lantob.daf@mda.mg,1417049,55101 24 1998 0 00005,TRUE,FALSE
C75018,SOCIETE SOAVITA,MR CANONE,FIANARANTSOA,,,0,,,,,49321,TRUE,FALSE
C75019,CABINET VETO IHOSY,DR RAZANATAHIANA Odyle,LOT I LII TSARAMANDROSO IHOSY,,,15000000,0344490485/0320257789,7580118,,,427390,TRUE,FALSE
C75020,CABINET VETO RANAIVOSON,DR RANAIVOSON ANDRIANASOLO,ISAHA RUE ALPHONSE RAKOTOZAFY,,,15000000,0324064169/0331192424,75 514 99,,,,TRUE,FALSE
C75021,JUSTIN JUNOT,,MASINDRANO MANANJARY,,,0,324086300,,,,,TRUE,FALSE
C75022,AFAFI ANDOHARANOMAINTSO FIANARANTSO,RAZANAKOTO EUPHRASIA,,,,5000000,0324312336/0343948362,,,106139301,,TRUE,FALSE
C75023,TRANOMBAROTRA VATSY,RANDRIAMBOLANONY Ralanto ,Ambalakisoa - Andrefatsena  FANDRIA,,,15000000,0330269533/0344351545,,,,,TRUE,FALSE
C82001,FAFAFI SPA,MR RANDRIAMANAMPISOA,BP 673 DIEGO,,,0,0324064559/0320430004,,,,,TRUE,FALSE
C82002,ETS YVON SOAMIANGY,,AMBANJA BP 86,,,0,0320720888 86 500 82,,,105004745,5.1216711972E+016,TRUE,FALSE
C82003,MARCHE DE MADAHOUFI,ANTSIRANANA,,,,6000000,82 226 43,82 233 45,,,,TRUE,FALSE
C82004,SCORE DIEGO,M.ADRIEN-MME LANTO,56 BIS RUE COLBERT ANTSIRANANA,,,1500000,8222423-0320712260,,diedobz@score.mg,,,TRUE,FALSE
C86001,SOCIETE ROYAL BEACH SARL,MR ALISTAIR TURNER,ROYAL BEACH HOTEL,MADIROKELY,,0,22 445 59/0320732044,,alistair@enac.mg,23486207 DU 24/08/05,5510171 2006 0 00020,TRUE,FALSE
C86002,ENTREPRISE NORO,MR JEAN JACQUES,B.P.161 TSARAMANDROSO AMBANJA,,AMBANJA,120000000,86 501 58/0341219607,86 500 39/500 77,norosarl@yahoo.fr,5309867,171076,TRUE,FALSE
C86003,Dr RAKOTONDRAFARA Toky F.,,Coll?ge FIHAVANANTSOA BEGAVO,AMBANJA VILLE,,1000000,034 01 751 41,,tokiveto@yahoo.fr,,,TRUE,FALSE
C86004,QUINCAILLERIE DE LA MER,,BP 160 NOSY BE,,NOSY BE,5000000,86612 29-27/8663309,,,233529,5.1367711991E+016,TRUE,FALSE
C86005,MADAMANAG,,NOSSIBE BP464,,,0,320414300,,,,,TRUE,FALSE
C86006,HOTEL TSARABANJINA,M. PASCAL,,,,0,32 02 152 29,,tsarabanjina@tsarabanjina.com,,,TRUE,FALSE
C86007,HOTEL ANDILANA,MASSIMO MARTUZZI,NOSY BE,,,0,0 33 15 250 07,,directeur.technique@andilana.info,1916971,0008302D,TRUE,FALSE
C86008,PECHERIE DE NOSSI BE S.A,MADAME HOBISOA,B.P.96 BAIE DE CRATERES,GROUPE UNIMA,,0,22 478 80/88- 8661323,22 478 88,harisoa@unima.mg/ tr?so.tana@unima.mg,,82489,TRUE,FALSE
C86009,MAISON FIDALY,MR FIDALY,BP 14 PLACE DU MARCHE HELL VILLE,NOSIBE,,0,86 613 75,86 613 56,,273953,821140,TRUE,FALSE
C86010,SOCIETE VANILA HOTEL,MME RAHANTASOA MAMY,BEMOKO DZAMANDZAR NOSY-BE,,,0,22 488 25,,,,3716762,TRUE,FALSE
C86011,SMTH SARL,,NOSY BE,,,0,0331438581 / 86 61523,,,,,TRUE,FALSE
C86012,COMPTOIR HOUSSENI,,BP 463 RUE GENERAL DUCHESNE,ANTSIRANANA,,0,8222016/0331136396,,,,183609,TRUE,FALSE
C86013,FERME DE L'ILE,SEBASTIEN SALLE,NOSSIBE EL VILLE,TRANSPORTEUR JAONA,,0,86 611 78,,,,,TRUE,FALSE
C86014,HOTEL GERARD et FRANCINE,Mr GERARD,Ambatoloaka Nosy B? Hell-ville,BP 193,,2000000,032 07 127 93,,gerardetfrancine@moov,2 074 736,156 774 00003,TRUE,FALSE
C86015,MARINA  HOTEL NOSY BE,,,,,0,,,marina hotel@simicro.mg,,,TRUE,FALSE
C86016,FIDALY NAZIMOUDINE,,BP 74 PLACE DU MARCHE HELL VILLE ,NOSY BE,,5000000,86 613 75/0320720784,8661356,,,,TRUE,FALSE
C86017,SMMH SA,Andr?a Aiolfi,ANDILANA BEACH,NOSY BE,,5000000,033 14 385 81,,andilana@me.com,56286207,55101 71 2009 0 10029,TRUE,FALSE
C86018,SODIANO SARL ( SHAMPION),MME SYLVIE,BP 218 NOSY BE HELL VILLE,,,2000000,0320522202/0324262762,,sodiano@moov.mg,6886207,51367 71 2004 0 000033,TRUE,FALSE
C86019,MAGASIN HAKIMI,M.GOULAMALY MOUSTAALY,PLACE DU MARCHE HELL VILLE,, NOSY BE,2000000,8692315/0320527313,8661569,,9489579,5211871 2008 000010,TRUE,FALSE
C86020,NASSIM PIECES AUTO,M.HASSAMBAY DJOUZARE,HELL VILLE NOSYBE,,,7500000,320712706,,,,,TRUE,FALSE
C88001,SOAVOANIO,MR NARCISSE,B.P.96 SAMBAVA,,SAMBAVA,10000000,88 920 57/921 75,88 922 48/,soavoanio@dts.mg,,153,TRUE,FALSE
C88002,SOCIETE DONIA,Mr JEAN-MARC,,,,2000000,032 07 104 21,,,,,TRUE,FALSE
C88003,PECHERIE D'IHARANA,,B.P.32 VOHEMAR,,VOHEMAR,0,,,,,,TRUE,FALSE
C88004,SAMBA TEX,Mr Liva Harinjaka,RUE DU COMMERCE SAMBAVA BP 58,,SAMBAVA,5000000,2247600/47605/8892016,8892016,,,163522,TRUE,FALSE
C88005,FLORIBIS SARL MADAGASCAR,,BP 34,,VOHEMAR,0,8806334,8806336,floribis@floribis-mg.com,,,TRUE,FALSE
C88006,PROF IS,DR THIERRY,ANTANIFOTSY EN FACE CENTRE HYDRAULI,SAMBAVA,,1000000,320447616,,,,184084,TRUE,FALSE
C88007,ETS FIROZEHOUSSEN FRERES,MR FIROZE,BP 113,SAMBAVA,,5000000,88 920 63/22 383 13,88 920 95,,,,TRUE,FALSE
C88008,CHEZ TONY,M.TONY (G?rant),Andranomasikely II - VOHEMAR,,,2000000,032 05 100 68,,,,,TRUE,FALSE
C88009,CABINET VETO VOHEMAR,DR OLIVETTE,,,,5000000,320249221,,,4934862,852017219997000036 DU 22/11/07,TRUE,FALSE
C88010,VETO PRATIQUE VOHEMAR,,,,,0,,,,,,TRUE,FALSE
C88011,SOCIETE RAVELO,,BP 55 SAMBAVA,,,2000000,8892435/0320714850,,,,,TRUE,FALSE
C92001,COMMUNE URBAINE FORT DAUPHIN,MR RANDRIANAINA,,,FORT DAUPHIN,0,92 213 73,92 211 01,,,,TRUE,FALSE
C92002,FERME LOVASOA,MME VOLOLONA MANERASOA,FORT DAUPHIN,,,5000000,9221544/0320758422,9221544,,,,TRUE,FALSE
C92003,MARTIN PECHEUR,,BP 216 AMPAMAKIAMBATO FORT DAUPHIN,,FORT DAUPHIN,0,92 213 64,92 214 73,,105001542,51218.53.1987.0.0009,TRUE,FALSE
C92004,MADAPECHE,MME DARLING,BP 338 TOLAGNARO,,TOLAGNARO,0,9221688/0320715090,92 216 88,,,,TRUE,FALSE
C92005,ETS MILLOT,,22 RUE RAJAOFERA FARAVOHITRA,,ANTSIRANANA,0,22 329 80,,,,18863,TRUE,FALSE
C92006,SMAR,22 474 48,TOLAGNARO,,TOLAGNARO,0,92 474 48,,,,29663,TRUE,FALSE
C92007,SODEXHO UNIVERSAL MADAGASCAR,MME ALEXANDRINE,BP 294 FORT DAUPHIN,TAOLAGNARO,,0,320512367,,,,,TRUE,FALSE
C92008,SAF FJKM ANTSOHIHY,,ANTSOHIHY,,ANTSIRANANA,25000000,,,,3889282,213034,TRUE,FALSE
C92009,SIFOR,,TOLAGNARO,,TOLAGNARO,0,,,,56742,25843,TRUE,FALSE
C92010,ETABLISSEMENT MAHAMOUD,,ANTSIRANANA,,ANTSIRANANA,0,,,,,510630,TRUE,FALSE
C92011,ASOS  ZONE SUD,,,DR RANDRIAMORASOA Miandrisoa,C.R JANGANY DISTRICT BETROKA,2000000,033 11 799 97,,miandryzj@yahoo.fr,,,TRUE,FALSE
C92022,KALETA HOTEL,M. Emmanuel,BP 70 FORT DAUPHIN,Si?ge Tan?: HOTEL COLBERT ,,1000000,92 212 87/2220202,,kaletadir@moov.mg,107001386,63311 11 1973010003,TRUE,FALSE
C94001,CABINET VETO MIOVA,DR NICOLAS JOSEPH,,,,2000000,0320265095/94 917 19,,,85201841994 9 00001,0,TRUE,FALSE
C94002,PHARMACIE SANFILY,,,,TOLIARY,500000,,,,,261466,TRUE,FALSE
C94003,MAGASIN SEFOUDINE ANVARALY,MR SEFOUDINE,BOULEVARD PHILIBERT TSIRANANA,TULEAR,,0,94 40 05 03204712 77,,,,,TRUE,FALSE
C94004,PHARMACIE VETO MIKAMBANA,03409 289 03,BETROKA,TULEAR,,3500000,03245 384 55,,ra.harysc50@yahoo.fr,,,TRUE,FALSE
C94005,NISSAR HOUSSEN ARZOU,,BP 50 MORONDAVA,,TOLIARY,2000000,0320720072/9552291,,,,260828,TRUE,FALSE
C94006,COPEFRITO,MR JACKOT CHAN KIT WAYE,BP 212 AVENUE DE FRANCE MAHAVATSY 2,TULEAR,,1000000,0320440371/9443802,,nathalie@copefrito.com,1836664,264739,TRUE,FALSE
C94007,PIARALY MAOUDJY,320542938,LOT 245 AA 2 BP 90 RUE DE L' EGLISE,,TOLIARY,5000000,94 429 38/0320231450,9442784/9442605,piaralymaoudjy@yahoo.fr,2135841,521185119820002,TRUE,FALSE
C94008,CABINET VETO FANJAVA,FAHAROA TSIFANDY,AMBOASARY SAKARAHA,,,0,324641334,,,,,TRUE,FALSE
C94009,PHARMACIE VETERINAIRE RT,ANDRIANANDRASANARIVAONA MARCEL ALAI,TSIANALOKA TOLIARA,,,10000000,320760026,,rado_sumatex@@moov.mg,,,TRUE,FALSE
C94010,CABINET VETO TSODRANO,MME DORETTE RAZANANTSOA,LOT 03 06 C AMPASIKOBO IITOLIARY,,TOLIARY,22800000,9443430/0330823959,,,,266188,TRUE,FALSE
C94011,QUINCAILLERIE NAJMY,MR NAJMY,BP 192,SANFILY TULEAR,,0,94 416 86,,,12736724,52251 51 1990 0 00009,TRUE,FALSE
C94012,CABINET CHRISTAL,,,,TOLIARY,0,,,,,267485,TRUE,FALSE
C94013,FAZELE ABASSE SAMIN,,,,TOLIARY,0,,,,,,TRUE,FALSE
C94014,NOURAH RAZAVHOUSSEN MOHAMED,,TOLIARY,,TOLIARY,0,,,,,,TRUE,FALSE
C94015,ANITA GOULAME HASNEN,,C/O MAGASIN ZAM ZAM TOLIARY,,TOLIARY,0,,,,,266227,TRUE,FALSE
C94016,ANIL HOUSSEN AKBARALY,,TSIHOMBE,,TULAER,0,331271979,,,,253814,TRUE,FALSE
C94017,SUD VOLAILLES,MR MICHEL TISOW,BP 24 SANFILY,,,0,320203565,,,,,TRUE,FALSE
C94018,TRANOMBAROTRA MOUSTAK,MR MOUSTAK FIDALY,BP 246,LOT 186 AA2 rue du march?,TULEAR,0,94 417 35,,,248 454,256 681,TRUE,FALSE
C94019,DILA VAR HOUSSEN HABIB,,BP 95 MORONDAVA,,,0,95 522 52,,,2168556,251379,TRUE,FALSE
C94020,RAMAROVOLOLONA PERPETUE,,PLACE DU MARCHE BETROKA,,,0,,,,,77804,TRUE,FALSE
C94021,CNA Centre National Antiacridien,,,,,0,,,,,,TRUE,FALSE
C94022,MOHAMED RAZY,MAGASIN PANDJOU 95 523 73,BELO SUR TSIRIBIHINA,,,0,0320752373/0320571414,,,,250041,TRUE,FALSE
C94023,TRANOMBAROTRA MOISE,,BP 324,BOULEVARD PHILIBERT TSIRANANA,,0,94 419 19,94 432 96,,1416448,253177,TRUE,FALSE
C94024,CABINET VETERINAIRE ISOANALA,Dr GUSTAVE,ISOANALA-BETROKA,,,2000000,033 28 973 48,,,,,TRUE,FALSE
C94025,CABINET VETO ANKAZOABO,DR RASOANAMBININY JEANNETTE,ANKAZOABO,,,3000000,,,,304 6620,8521051 2000 0 00066,TRUE,FALSE
C94026,CABINET VETO EBENEZERA,DR ETOFA JEAN BAPTISTE,,BEKILY,,5000000,332303737,,,31.486.724,85201.52..1994.0.00001,TRUE,FALSE
C95001,FOFAFA TSARAFOTOTRA,M. MAHATSIMBINA/M. MARIUS,B P 18 MORONDAVA,,MORONDAVA,25000000,0320729597/95 922 41,,,,,TRUE,FALSE
C95002,SUCOMA MORONDAVA,,,,,0,9552519/320788866,,,,,TRUE,FALSE
C95003,SOCOMO,M.ERIC,MORONDAVA,,,1000000,0340578612/0320578612,95 523 30,,,5.136754196E+016,TRUE,FALSE
C95004,FANAVOTANA,GOULAMHOUSSEN SADIK M.,MIANDRIVAZO,,MIANDRIVAZO,0,,,,,,TRUE,FALSE
C95005,CABINET VETO MINOA,DR. FALY,LOT N05 NAMAHORA - NORD,,MORONDAVA,15000000,0331741481/0325675904,,,,,TRUE,FALSE
C95006,GOULAMHOUSSEN,,MIANDRIVAZO,,,0,,,,,,TRUE,FALSE
C95007,BASSIRALY AKBARALY DJAFAR,,MAHABO MORONDAVA,,,12000000,324034185/95 92199,,,,,TRUE,FALSE
C95008,CABINET VETO HERY,DR. ELYSE,MIANDRIVAZO,,MIANDRIVAZO,0,,,,,,TRUE,FALSE
C95009,BASSIRALY MOURTAZA,,FACE PALAIS DE JUSTICE MORONDAVA,BP 118,MORONDAVA,0,95 521 76,,,,,TRUE,FALSE
C95010,TRANOMBAROTRA MORAVIDY,MR ZAVAR,BP 115,MORONDAVA,,0,324049273,,,,,TRUE,FALSE
C95011,RANDRIANALISOA Pascal,,Lot XI A 20 - Antanambao Nord - MIA,,MIARINARIVO,1000000,,,,7756117,7.11101120050026E+016,TRUE,FALSE
C95012,ESPACE OCEAN,MR FRANCK,MORONDAVA,,MORONDAVA,0,324012929,,,,261294,TRUE,FALSE
C99001,SU MING,,1-4-102 Jingshuiyan,Yejin road Nankai district,Tianjin CHINA,0,86 22 276 39957,,,,,TRUE,FALSE
C99002,COMORES VANILLE ET PLANTES,MR HASSANI ASSO,MBENI GRANDE COMORE,,,0,269770234,269770204,cvp-biocom@comorestelecom.km,,,TRUE,FALSE
F22001,SMTP,,,,,0,,,,,,FALSE,TRUE
F22002,SOCOLAIT,,AMBOHIBAO,,,0,,,,,,FALSE,TRUE
F22003,SMOI ABC ,,LOT 1A AMBOHIBAO,,,0,,,,,,FALSE,TRUE
F22004,IDC INTERNATIONAL DISTRIBUTION CIE,,Lot 01 A Ambohibao Antehiroka,Antananarivo 105,,0,,,,,,FALSE,TRUE
F22005,ETS "J. T. A.",,,,,0,,,,,,FALSE,TRUE
F22006,EUROPAINTS,,,,,0,,,,,,FALSE,TRUE
F22007,DISCOI,,LOT 1A AMBOHIBAO,,,0,,,,,,FALSE,TRUE
F22008,IDF SCI,,LOT 1A AMBOHIBAO,,,0,,,,,,FALSE,TRUE
F22009,HOTEL "A & C",,Ivato,,,0,,,,,,FALSE,TRUE
F22011,SODIM,,LOT IVX 5A BIS ANKAZOMANGA,,,0,,,,,,FALSE,TRUE
F22012,CHIMIOTECH,,LOT IIK 6 RUE RASAMOELY MANGARIVOTR,,,0,,,,,,FALSE,TRUE
F22013,M C I TSY MIASA,,ZONE FORELLO TANJOMBATO,,,0,,,,,,FALSE,TRUE
F22014,POSTE ET  TELECOMMUNICATION,,,,,0,,,,,,FALSE,TRUE
F22015,M S M,,RTE DIGUE  BP 8117 T/RIVE,,,0,,,,,,FALSE,TRUE
F22016,IMANE TRAVEL,,LOT IVS 61 RTE DE MAJUNGA,,,0,,,,,,FALSE,TRUE
F22017,INTERKEM SA,,,,,0,,,,,,FALSE,TRUE
F22018,TELMA,,,,,0,,,,,,FALSE,TRUE
F22019,RAKOTOARINORO,,,,,0,,,,,,FALSE,TRUE
F22020,TED,,LOT II J 17 TER IVANDRY ROUTE HYDRO,,,0,,,,,,FALSE,TRUE
F22021,SOPAGRI,,AMBALANOMBY,B.P439,MAHAJANGA,0,,,,,,FALSE,TRUE
F22022,SOREDIM,,,,,0,,,,,,FALSE,TRUE
F22023,CIRCONSCRIPTION AGRI A/ZAKA,,,,,0,,,,,,FALSE,TRUE
F22024,S.D.C. AGRI,,,,,0,,,,,,FALSE,TRUE
F22025,ETS RIVO,,,,,0,,,,,,FALSE,TRUE
F22026,AREPLAST,,ANTALAMOHITRA AMBOHIBAO,,,0,22 442 70-22 061 17,22 442 70,areplast@gmail.com,,,FALSE,TRUE
F22027,ACF COMMUNICATION,,BP 223 T/RIVE,,,0,,,,,,FALSE,TRUE
F22028,AVERICK,,LOT 254 AMBOHIPO,,,0,,,,,,FALSE,TRUE
F22029,SEDICO,,47 A BIS ANTANETIBE,ANTEHIROKA,IVATO AEROPORT,0,,,,,,FALSE,TRUE
F22030,BACHIRHOUSSEN MAMODHOUSSEN,,ANKORONDRANO,,,0,,,,,,FALSE,TRUE
F22031,COULEUR MODERNE,,LOT IBF 33 AMBATOMENA,,,0,,,,,,FALSE,TRUE
F22032,FRANCE PUB,,TANJOMBATO,,,0,,,,,,FALSE,TRUE
F22033,GOULZARALY MAMODHOUSSEN,,LOT II U 40 BIS AMPAHIBE T/RIVE,,,0,,,,,,FALSE,TRUE
F22034,PUB ART,,LOT IVD 34 TSIAZOTAFO T/RIVE,,,0,,,,,,FALSE,TRUE
F22035,B.S.A.,,BP 8618 TANANARIVE,,,0,,,,,,FALSE,TRUE
F22036,INJET,,,,,0,,,,,,FALSE,TRUE
F22037,OMNITEC,,,,,0,,,,,,FALSE,TRUE
F22038,ORANGE,,IMMEUBLE GAKAXY PLAZA,,,0,,,,,,FALSE,TRUE
F22039,TNT MADPACK,,IMMEUBLE MARBOUR ANTSAHAVOLA,,,0,,,,,,FALSE,TRUE
F22040,ENDUMA,,BP 3908 Tanjombato,101 Antananarivo,,0,22 469 42,22 461 36 - 22 462 22,enduma@moov.mg,,,FALSE,TRUE
F22041,NUTRIVET,,AMBATOROKA T/RIVE,,,0,,,,,,FALSE,TRUE
F22042,LA SEAL,,2 RUE LT BERNARD TAMATAVE,,,0,,,,,,FALSE,TRUE
F22043,CIRCUS,,LOT 439 ME MANDROSOA IVATO,,,0,,,,,,FALSE,TRUE
F22044,RAHANTASOA Marie Jeanne,,LOT G VII 24 TER SOAMANANDRARINY,,,0,,,,,,FALSE,TRUE
F22045,SODIAMA,,Rue Dr RASETA ANDRAHARO,,,0,,,,,,FALSE,TRUE
F22046,MADACOM,,VILLAGE DES JEUX ANKORONDRANO,,,0,,,,,,FALSE,TRUE
F22047,AGRICULTURE CHIMIE MADAGASCAR,,IVF 1 AMBODIHADY,AMBOHIMANARINA,ANTANANARIVO,0,,,,,,FALSE,TRUE
F22048,D.T.S Data Telecom Service,,,,,0,,,,,,FALSE,TRUE
F22049,FANDROSOANA,22 275 61,55. Route de Majunga,B.P 3916,ANTANANARIVO,0,22 275 61,,,,,FALSE,TRUE
F22050,DISCOGI,,,,,0,,,,,,FALSE,TRUE
F22051,S.F.O.I.,,Z?ne Forello - Tanjombato,B. P. : 132 - Antananarivo,,0,22 464 66,22 464 67,,,,FALSE,TRUE
F22052,CMA CGM,,RUE FRANCOIS DE MAHY TAMATAVE,,,0,,,,,,FALSE,TRUE
F22053,RAKOTOMALALA EDMOND,,,,,0,,,,,,FALSE,TRUE
F22054,NYR IMAGE,,LOT 43  RUE RABEZAVANA AMBODIFILAO,,,0,22 255 29/22 361 86,,,,,FALSE,TRUE
F22055,C.B.L,,5 AVENUE DE L?IND ANALAKELY,,,0,,,,,,FALSE,TRUE
F22056,LA HUTTE CANADIENNE,,,,,0,,,,,,FALSE,TRUE
F22057,JOVENNA MADAGASCAR,,,,,0,,,,,,FALSE,TRUE
F22058,DPCP,,,,,0,,,,,,FALSE,TRUE
F22059,EDICOM,,,,,0,,,,,,FALSE,TRUE
F22060,SICAM,,,,,0,,,,,,FALSE,TRUE
F22061,MENUISERIE DE LA GRANDE ILE,,,,,0,,,,,,FALSE,TRUE
F22062,AFTEX,,,,,0,,,,,,FALSE,TRUE
F22063,HO CHIU LEON,,,,,0,,,,,,FALSE,TRUE
F22064,CODEFI,,,,,0,,,,,,FALSE,TRUE
F22065,MMC,,,,,0,,,,,,FALSE,TRUE
F22066,SOCAM TIPO,,,,,0,,,,,,FALSE,TRUE
F22067,AUXIMAD,,,,,0,,,,,,FALSE,TRUE
F22068,CELLULE DE GESTION,,,,,0,,,,,,FALSE,TRUE
F22069,DAOUD AMODE,,,,,0,,,,,,FALSE,TRUE
F22070,TIP TOP TRAVEL,,IMM SMTP LOT 1A AMBOHIBAO,,,0,,,,,,FALSE,TRUE
F22071,RAMBOALISON DENIS,,,,,0,,,,,,FALSE,TRUE
F22072,IMPRIMERIE LUTHERIENNE,,,,,0,,,,,,FALSE,TRUE
F22073,ORGANISATION ET GESTION,,,,,0,,,,,,FALSE,TRUE
F22074,BONNET ET FILS,,,,,0,,,,,,FALSE,TRUE
F22075,TECNOFARM,,LOT 9 B TER AMBOHIVAHY,AMBOHIDROA,ANTANANARIVO,0,,,,,,FALSE,TRUE
F22076,NEWPACK,,,,,0,,,,,,FALSE,TRUE
F22077,SOMACOU,,ANKADIKELY ILAFY,,,0,,,,,,FALSE,TRUE
F22078,MER AUSTRAL,,,,,0,,,,,,FALSE,TRUE
F22079,DIPARCO,,BP 852 ZI Forello,,,0,,,,,,FALSE,TRUE
F22080,TAM-YOCK HU,,,,,0,,,,,,FALSE,TRUE
F22081,TAFOHASINA,,,,,0,,,,,,FALSE,TRUE
