".id","inventory_line_id/location_id","inventory_line_id/product_id","inventory_line_id/product_qty"
,"Depot Alarobia","AGR_JSCA_001",17
,"Depot Tamatave","AGR_JSNA_001",9
,"Showroom Alarobia","AGR_JSNA_002",1
,"Depot Tamatave","AGR_JSNA_002",4
,"Depot Alarobia","AGR_JSNA_002",7
,"Showroom Alarobia","AGR_JSNA_003",1
,"Depot Tamatave","AGR_JSNA_003",4
,"Depot Alarobia","AGR_JSNA_003",9
,"Depot Tamatave","AGR_JSPR_001",6
,"Showroom Alarobia","AGR_JSTO_001",1
,"Depot Tamatave","AGR_JSTO_001",6
,"Depot Alarobia","AGR_JSTO_001",7
,"Depot Tamatave","AGR_JSTO_002",1
,"DIGITAL (Magasin)","AGR_JSTO_002",5
,"Showroom Tamatave","AGR_JSTO_003",1
,"Showroom Alarobia","AGR_JSTO_003",1
,"Depot Tamatave","AGR_JSTO_003",4
,"Depot Alarobia","AGR_JSTO_003",4
,"Depot Tamatave","AGR_JSWE_001",9
,"DIGITAL (Magasin)","AGR_JSWE_003",1
,"Showroom Alarobia","AGR_JSWE_003",1
,"Depot Alarobia","AGR_JSWE_003",7
,"Depot Tamatave","AGR_JSWE_003",8
,"Showroom Tamatave","AGR_JSWE_004",1
,"Showroom Alarobia","AGR_JSWE_004",1
,"Depot Alarobia","AGR_JSWE_004",5
,"Depot Tamatave","AGR_JSWE_004",5
,"Showroom Alarobia","AGR_JSWE_005",1
,"Depot Tamatave","AGR_JSWE_005",9
,"Depot Alarobia","AGR_JSWE_005",9
,"Showroom Alarobia","AGR_JSWE_006",1
,"Depot Tamatave","AGR_JSWE_006",8
,"Depot Alarobia","AGR_JSWE_006",9
,"Showroom Alarobia","AGR_JSWE_007",1
,"Depot Tamatave","AGR_JSWE_007",8
,"Depot Alarobia","AGR_JSWE_007",9
,"Depot Tamatave","AGR_JSWE_008",1
,"Showroom Tamatave","AGR_JSWI_001",1
,"DIGITAL (Magasin)","AGR_JSWI_001",3
,"DIGITAL (Magasin)","AGR_JSWI_002",9
,"DIGITAL (Magasin)","AGR_JTHI_001",6
,"Depot Tamatave","AGR_JTHY_001",1
,"DIGITAL (Magasin)","AGR_JTHY_001",1
,"Showroom Tamatave","AGR_JTIS_001",1
,"DIGITAL (Magasin)","AGR_JTIS_001",1
,"Depot Tamatave","AGR_JTIS_001",6
,"Showroom Alarobia","AGR_JTOM_001",1
,"Depot Alarobia","AGR_JTOM_001",3
,"Depot Tamatave","AGR_JTOM_001",6
,"Showroom Alarobia","AGR_JTOM_002",1
,"Depot Alarobia","AGR_JTOM_002",6
,"Depot Tamatave","AGR_JTOM_002",8
,"Showroom Alarobia","AGR_JTOM_005",1
,"Depot Alarobia","AGR_JTOM_005",8
,"Depot Tamatave","AGR_JTOM_005",13
,"DIGITAL (Magasin)","AGR_JURE_001",1
,"Showroom Alarobia","AGR_JURE_002",1
,"Depot Alarobia","AGR_JURE_002",9
,"DIGITAL (Magasin)","AGR_JZIN_001",1
,"DIGITAL (Magasin)","AGR_JZIN_002",1
,"Showroom Alarobia","AGR_JZIN_002",1
,"Depot Alarobia","AGR_JZIN_002",17
,"Depot Tamatave","AGR_SOLV_001",17
,"Depot Tamatave","AGR_STOC_001",1
,"Showroom Alarobia","AGR_STOC_001",1
,"Depot Alarobia","AGR_STOC_001",6
,"Showroom Alarobia","AGR_TERM_002",1
,"Depot Tamatave","AGR_TERM_002",2
,"Depot Alarobia","AGR_TERM_002",4
,"Depot Alarobia","BAC_25NP_020",49
,"Depot Alarobia","BAC_25NP_025",5
,"Depot Alarobia","BAC_25NP_030",1
,"SMOI (Discoi)","BAC_25NP_030",4
,"Depot Alarobia","BAC_25NP_035",1
,"Depot Alarobia","BAC_30NP_020",6
,"Depot Alarobia","BAC_30NP_025",21
,"SMOI (Discoi)","BAC_30NP_030",8
,"Depot Alarobia","BAC_30NP_030",28
,"Depot Alarobia","BAC_30NP_035",7
,"Depot Alarobia","BAC_30NP_040",2
,"Depot Alarobia","BAC_30NP_055",1
,"SMOI (Discoi)","BAC_35NP_020",12
,"Depot Alarobia","BAC_35NP_020",18
,"SMOI (Discoi)","BAC_35NP_025",3
,"Depot Alarobia","BAC_35NP_025",11
,"Depot Alarobia","BAC_35NP_030",31
,"SMOI (Discoi)","BAC_35NP_035",5
,"Depot Tamatave","BAC_35NP_035",20
,"SMOI (Discoi)","BAC_35NP_040",10
,"Depot Alarobia","BAC_35NP_040",49
,"Depot Alarobia","BAC_35NP_045",18
,"Depot Alarobia","BAC_35NP_050",32
,"Depot Alarobia","BAC_35NP_055",2
,"Depot Alarobia","BAC_35NP_060",39
,"Depot Tamatave","BAC_35NP_999",206.6
,"Depot Alarobia","BAC_40JP_999",10.04
,"Depot Tamatave","BAC_40JP_999",22.4
,"Depot Alarobia","BAC_40NG_050",41
,"Depot Tamatave","BAC_40NG_999",13
,"SMOI (Discoi)","BAC_40NP_020",1
,"Depot Tamatave","BAC_40NP_025",9
,"Depot Alarobia","BAC_40NP_025",11
,"Depot Tamatave","BAC_40NP_030",1
,"SMOI (Discoi)","BAC_40NP_035",1
,"Depot Tamatave","BAC_40NP_040",5
,"SMOI (Discoi)","BAC_40NP_040",6
,"Depot Alarobia","BAC_40NP_040",16
,"Depot Alarobia","BAC_40NP_045",23
,"Depot Alarobia","BAC_40NP_050",16
,"Depot Alarobia","BAC_40NP_055",5
,"Depot Tamatave","BAC_40NP_060",70
,"SMOI (Discoi)","BAC_40NP_999",0.9
,"Depot Tamatave","BAC_40NP_999",245.13
,"Depot Alarobia","BAC_40NP_999",797.81
,"NON CONFORME TAVE","BAC_40RP_999",28.9
,"SMOI (Discoi)","BAC_40RP_999",74.95
,"Depot Alarobia","BAC_40RP_999",123.35
,"Depot Tamatave","BAC_40RP_999",490.74
,"Depot Alarobia","BAC_40VP_999",1.5
,"Depot Tamatave","BAC_40VP_999",1.85
,"SMOI (Discoi)","BAC_40VP_999",8.74
,"SMOI (Discoi)","BAC_40WP_999",4
,"Depot Tamatave","BAC_40WP_999",10.54
,"Depot Alarobia","BAC_40WP_999",1915.3
,"Depot Tamatave","BAC_50CP_001",6
,"NON CONFORME TAVE","BAC_50CP_999",10.8
,"Depot Alarobia","BAC_50CP_999",139.25
,"Depot Tamatave","BAC_50CP_999",434.24
,"Depot Alarobia","BAC_50EG_999",2
,"Depot Alarobia","BAC_50EP_999",2
,"Depot Tamatave","BAC_50EP_999",125.4
,"Depot Tamatave","BAC_50FP_999",3.4
,"Depot Alarobia","BAC_50JG_999",2
,"Depot Tamatave","BAC_50JP_001",31.4
,"Depot Alarobia","BAC_50JP_999",2
,"SMOI TAVE PF","BAC_50JP_999",9
,"Depot Tamatave","BAC_50JP_999",78.45
,"Depot Alarobia","BAC_50NG_055",42
,"NON CONFORME TAVE","BAC_50NG_999",21.1
,"Depot Tamatave","BAC_50NG_999",87.6
,"Depot Alarobia","BAC_50NG_999",109.65
,"Depot Tamatave","BAC_50NP_020",3
,"Depot Alarobia","BAC_50NP_020",15
,"Depot Alarobia","BAC_50NP_025",36
,"Depot Tamatave","BAC_50NP_030",1
,"SMOI (Discoi)","BAC_50NP_030",3
,"Depot Alarobia","BAC_50NP_030",4
,"Depot Alarobia","BAC_50NP_035",2
,"NON CONFORME TAVE","BAC_50NP_040",1
,"Depot Alarobia","BAC_50NP_040",7
,"Depot Tamatave","BAC_50NP_040",19
,"Depot Tamatave","BAC_50NP_045",28
,"Depot Alarobia","BAC_50NP_050",17
,"Depot Tamatave","BAC_50NP_055",8
,"Depot Alarobia","BAC_50NP_055",14
,"Depot Tamatave","BAC_50NP_060",16
,"Depot Alarobia","BAC_50NP_060",53
,"NON CONFORME TAVE","BAC_50NP_999",4
,"Depot Alarobia","BAC_50NP_999",51.92
,"Depot Tamatave","BAC_50NP_999",8162.26
,"Depot Tamatave","BAC_50RG_001",0.8
,"Depot Alarobia","BAC_50RG_999",11
,"Depot Tamatave","BAC_50RG_999",322.15
,"Depot Tamatave","BAC_50RP_001",1
,"Depot Alarobia","BAC_50RP_999",209.48
,"Depot Tamatave","BAC_50RP_999",469.76
,"Depot Alarobia","BAC_50TP_999",2
,"Depot Alarobia","BAC_50VP_999",122.35
,"Depot Tamatave","BAC_50VP_999",303.52
,"Depot Alarobia","BAC_50WG_999",11.5
,"Depot Tamatave","BAC_50WG_999",11.73
,"DIGITAL (Magasin)","BAC_50WP_999",5
,"Showroom Alarobia","BAC_50WP_999",7.7
,"Depot Alarobia","BAC_50WP_999",37.9
,"Depot Tamatave","BAC_50WP_999",135.57
,"Depot Tamatave","BAC_60BP_999",13
,"Depot Tamatave","BAC_60EG_999",5.3
,"Depot Tamatave","BAC_60EP_999",2500
,"Depot Tamatave","BAC_60JG_999",2.9
,"Depot Tamatave","BAC_60JP_999",93.1
,"Depot Tamatave","BAC_60NP_020",30
,"Depot Alarobia","BAC_60NP_020",44
,"Depot Alarobia","BAC_60NP_025",82
,"Depot Tamatave","BAC_60NP_030",24
,"Depot Alarobia","BAC_60NP_030",62
,"Depot Alarobia","BAC_60NP_035",49
,"Depot Tamatave","BAC_60NP_040",24
,"Depot Alarobia","BAC_60NP_045",6
,"Depot Tamatave","BAC_60NP_050",16
,"Depot Alarobia","BAC_60NP_050",38
,"Depot Alarobia","BAC_60NP_060",3
,"Depot Alarobia","BAC_60NP_999",280.37
,"Depot Tamatave","BAC_60NP_999",289.25
,"SMOI (Discoi)","BAC_60NP_999",929.5
,"Depot Tamatave","BAC_60RG_999",21.1
,"NON CONFORME TAVE","BAC_60RP_001",12
,"SMOI (Discoi)","BAC_60RP_999",3.7
,"Depot Tamatave","BAC_60RP_999",255.12
,"Depot Alarobia","BAC_60VP_999",104.6
,"Depot Tamatave","BAC_60VP_999",167.16
,"Depot Tamatave","BAC_60WG_999",6.6
,"Depot Alarobia","BAC_60WG_999",225.4
,"Depot Tamatave","BAC_60WP_999",97.54
,"Depot Alarobia","BAC_60WP_999",777.56
,"Depot Tamatave","BAC_63RP_999",526.1
,"Depot Tamatave","BAC_63VP_999",788.52
,"Depot Tamatave","BAC_75GP_999",0.02
,"Depot Alarobia","BAC_80NG_060",10
,"Depot Tamatave","BAC_80NG_999",17.6
,"Depot Alarobia","BAZ_25NP_025",6
,"Depot Tamatave","BAZ_35NP_030",3
,"Depot Tamatave","BAZ_35NP_999",15
,"NON CONFORME","BAZ_40JP_999",84.5
,"Depot Alarobia","BAZ_40JP_999",93
,"Depot Tamatave","BAZ_40JP_999",341.65
,"Depot Tamatave","BAZ_40NP_030",15
,"Depot Tamatave","BAZ_40VP_999",1
,"Depot Tamatave","BAZ_40WP_999",15.75
,"Depot Tamatave","BAZ_50JP_999",180
,"Depot Tamatave","BAZ_50RP_999",1.35
,"Depot Tamatave","BAZ_50VP_999",1
,"Depot Tamatave","BAZ_60JP_999",1.5
,"Depot Alarobia","BAZ_60RP_999",18.5
,"Depot Tamatave","BAZ_60RP_999",22.4
,"Depot Tamatave","BAZ_60WP_999",410.1
,"Depot Alarobia","BDR_40NP_001",20
,"Depot Alarobia","BDR_50NP_001",40
,"Depot Alarobia","BDR_50RP_001",18
,"Depot Tamatave","BDR_60WG_001",96
,"Depot Tamatave","BDR_60WP_001",64
,"Depot Tamatave","BOB_010N_101",8163
,"Depot Tamatave","BOB_014N_101",49374.55
,"Depot Tamatave","BOB_016N_101",22492.2
,"Depot Tamatave","BOB_018N_101",1.2
,"Depot Tamatave","BOB_020N_101",412.26
,"Depot Tamatave","BOB_025N_101",9281.44
,"Depot Tamatave","BOB_030N_101",2915.539
,"Depot Tamatave","BOB_035N_101",43352.8
,"Depot Tamatave","BOB_035N_102",20414.06
,"Depot Tamatave","BOB_040J_101",1770.42
,"Depot Tamatave","BOB_040N_101",10898.113
,"Depot Tamatave","BOB_040N_102",19802.67
,"Depot Tamatave","BOB_040R_101",905.614
,"Depot Tamatave","BOB_040W_101",1927.771
,"Depot Tamatave","BOB_050C_101",4840.18
,"Depot Tamatave","BOB_050E_002",0.2
,"Depot Tamatave","BOB_050E_102",6608.46
,"Depot Tamatave","BOB_050F_101",17387.799
,"Depot Tamatave","BOB_050J_101",212.36
,"Depot Tamatave","BOB_050J_102",869.3
,"Depot Tamatave","BOB_050N_101",77297.895
,"Depot Tamatave","BOB_050N_102",4131.9
,"Depot Tamatave","BOB_050N_103",103422.3
,"Depot Tamatave","BOB_050R_101",6530.837
,"Depot Tamatave","BOB_050R_102",2344.797
,"Depot Tamatave","BOB_050V_101",1855.319
,"Depot Tamatave","BOB_050W_101",3359.8
,"Depot Tamatave","BOB_050W_102",11988.49
,"Depot Tamatave","BOB_058N_103",78259.28
,"Depot Tamatave","BOB_060B_101",23133.822
,"Depot Tamatave","BOB_060E_102",1272.12
,"Depot Tamatave","BOB_060J_101",1442.836
,"Depot Tamatave","BOB_060J_102",1180.768
,"Depot Tamatave","BOB_060N_101",48368.954
,"Depot Tamatave","BOB_060N_102",43067.76
,"Depot Tamatave","BOB_060R_101",407.19
,"Depot Tamatave","BOB_060R_102",20141.517
,"Depot Tamatave","BOB_060T_101",3711
,"Depot Tamatave","BOB_060V_101",443.776
,"Depot Tamatave","BOB_060W_101",5999.601
,"Depot Tamatave","BOB_060W_102",2976.287
,"Depot Tamatave","BOB_063B_101",83.52
,"Depot Tamatave","BOB_063I_101",94.3
,"Depot Tamatave","BOB_063V_101",1228.57
,"Depot Tamatave","BOB_075G_101",35111.521
,"Depot Tamatave","BOB_075N_101",33332.3
,"Depot Tamatave","BOB_080N_102",88.47
,"Depot Tamatave","BOB_25AN_101",21212.999
,"Depot Tamatave","BOB_30AN_101",82618.679
,"Depot Tamatave","BOB_35AN_101",16895.9
,"Depot Tamatave","BOB_40AJ_101",11997.158
,"Depot Tamatave","BOB_40AN_101",55762.769
,"Depot Tamatave","BOB_40AR_101",1612.486
,"Depot Tamatave","BOB_40AV_101",2503.86
,"Depot Tamatave","BOB_40AW_101",18311.984
,"Depot Tamatave","BOB_50AE_102",22465.55
,"Depot Tamatave","BOB_50AJ_101",9568.92
,"Depot Tamatave","BOB_50AR_101",14159.84
,"Depot Tamatave","BOB_50AV_101",12681.84
,"Depot Tamatave","BOB_50AW_101",22658.28
,"Depot Tamatave","BOB_60AE_102",20458.04
,"Depot Tamatave","BOB_60AJ_101",1374.032
,"Depot Tamatave","BOB_60AR_101",24824.044
,"Depot Tamatave","BOB_60AV_101",16754.444
,"Depot Tamatave","BOB_60AW_101",30914.406
,"Depot Tamatave","BOB_60AW_102",20364
,"Depot Alarobia","CAR_1010_001",6
,"Depot Tamatave","CAR_1010_001",23
,"Depot Alarobia","CAR_1010_002",84.35
,"Showroom Alarobia","CAR_1010_003",0.513
,"Depot Ivandry","CAR_1010_003",0.953
,"Depot Tamatave","CAR_1010_003",10
,"Showroom Alarobia","CAR_1010_004",0.525
,"Depot Tamatave","CAR_1010_004",10
,"Depot Ivandry","CAR_1010_004",251.953
,"Showroom Alarobia","CAR_1010_005",0.55
,"Depot Tamatave","CAR_1010_005",10
,"Depot Ivandry","CAR_1010_005",262.916
,"Showroom Alarobia","CAR_1010_006",0.468
,"Depot Tamatave","CAR_1010_006",20
,"Depot Ivandry","CAR_1010_006",207.446
,"Showroom Alarobia","CAR_1313_001",0.249
,"Depot Tamatave","CAR_1313_001",33
,"Depot Alarobia","CAR_1313_001",59.708
,"SMOI (Discoi)","CAR_1515_001",20
,"Depot Ivandry","CAR_1515_001",108.416
,"Depot Andranomena","CAR_1515_001",5061
,"Depot Tamatave","CAR_1515_002",100
,"Depot Andranomena","CAR_1515_002",264
,"Depot Ivandry","CAR_1515_002",2179.178
,"Depot Alarobia","CAR_1515_003",0.824
,"DIGITAL (Magasin)","CAR_1515_003",1
,"Depot Tamatave","CAR_1515_003",18.79
,"SMOI (Discoi)","CAR_1515_003",30
,"Depot Andranomena","CAR_1515_003",309
,"Depot Ivandry","CAR_1515_003",1720.366
,"Showroom Alarobia","CAR_1515_004",0.022
,"Depot Andranomena","CAR_1515_004",16.977
,"Depot Alarobia","CAR_1515_004",104.979
,"Depot Tamatave","CAR_1515_004",730
,"Depot Ivandry","CAR_1515_004",3002.788
,"Depot Alarobia","CAR_1515_005",4
,"Depot Tamatave","CAR_1515_005",149
,"Depot Andranomena","CAR_1515_005",387.55
,"Depot Ivandry","CAR_1515_005",1590.258
,"SMOI (Discoi)","CAR_1515_006",1
,"Depot Alarobia","CAR_1515_006",4.816
,"Depot Tamatave","CAR_1515_006",25
,"Depot Andranomena","CAR_1515_006",97.867
,"Depot Ivandry","CAR_1515_006",2787.761
,"Showroom Alarobia","CAR_1515_007",0.181
,"Depot Ivandry","CAR_1515_007",2.546
,"Depot Alarobia","CAR_1515_007",10
,"Depot Tamatave","CAR_1515_007",14
,"Depot Andranomena","CAR_1515_007",28.319
,"DIGITAL (Magasin)","CAR_1515_008",1
,"Depot Alarobia","CAR_1515_008",15
,"Depot Alarobia","CAR_1515_009",5
,"Showroom Alarobia","CAR_1515_010",0.181
,"Depot Andranomena","CAR_1515_010",0.819
,"Depot Alarobia","CAR_1515_010",1
,"Depot Tamatave","CAR_1515_010",7
,"Depot Ivandry","CAR_1515_010",68.77
,"Depot Tamatave","CAR_1515_011",1
,"Depot Alarobia","CAR_1515_011",4
,"Depot Tamatave","CAR_1515_012",1
,"Depot Alarobia","CAR_1515_012",22
,"Showroom Alarobia","CAR_1515_013",0.181
,"Depot Tamatave","CAR_1515_013",28
,"Depot Andranomena","CAR_1515_013",54.819
,"Depot Ivandry","CAR_1515_013",407.958
,"Showroom Alarobia","CAR_1515_014",0.181
,"Depot Andranomena","CAR_1515_014",12.819
,"Depot Tamatave","CAR_1515_014",30
,"Depot Ivandry","CAR_1515_014",467.958
,"Depot Tamatave","CAR_1515_015",4
,"Depot Ivandry","CAR_1515_015",7.47
,"Showroom Alarobia","CAR_1515_016",0.517
,"Depot Tamatave","CAR_1515_016",20
,"Depot Ivandry","CAR_1515_016",28.053
,"Depot Ivandry","CAR_2020_001",1
,"Depot Tamatave","CAR_2020_001",3
,"Depot Alarobia","CAR_2020_001",3
,"DIGITAL (Magasin)","CAR_2020_002",1
,"SMOI (Discoi)","CAR_2020_002",1
,"Depot Tamatave","CAR_2020_002",10
,"Depot Alarobia","CAR_2020_002",20
,"Depot Ivandry","CAR_2020_002",77.974
,"DIGITAL (Magasin)","CAR_2020_003",2
,"Depot Andranomena","CAR_2020_003",13
,"Depot Tamatave","CAR_2020_003",21
,"Depot Ivandry","CAR_2020_003",88.073
,"Depot Tamatave","CAR_2020_004",9.922
,"Depot Ivandry","CAR_2020_005",7.974
,"Depot Tamatave","CAR_2020_005",29
,"Depot Alarobia","CAR_2020_006",1
,"Depot Tamatave","CAR_2020_006",11
,"Showroom Alarobia","CAR_2020_007",0.39
,"Depot Alarobia","CAR_2020_007",32.584
,"Depot Alarobia","CAR_2020_009",44
,"Showroom Alarobia","CAR_2020_010",0.1
,"Depot Alarobia","CAR_2020_010",47.86
,"Showroom Alarobia","CAR_2020_011",1
,"Depot Alarobia","CAR_2020_011",33.969
,"Showroom Alarobia","CAR_2020_012",1
,"Depot Alarobia","CAR_2020_012",130.688
,"Showroom Alarobia","CAR_2020_013",1
,"Depot Alarobia","CAR_2020_013",163.468
,"Showroom Alarobia","CAR_2020_014",1
,"Depot Alarobia","CAR_2020_014",10
,"Showroom Alarobia","CAR_2020_015",1
,"Depot Alarobia","CAR_2020_015",105
,"Showroom Alarobia","CAR_2020_016",1
,"Depot Alarobia","CAR_2020_016",112.044
,"Depot Alarobia","CAR_2020_017",0.724
,"Showroom Alarobia","CAR_2020_017",1
,"Depot Tamatave","CAR_2020_018",20
,"Depot Alarobia","CAR_2020_018",192.6
,"Depot Andranomena","CAR_2020_019",1
,"SMOI (Discoi)","CAR_2020_019",7
,"Depot Tamatave","CAR_2020_019",14
,"Depot Alarobia","CAR_2020_019",18.01
,"Depot Alarobia","CAR_2020_020",7.49
,"Depot Tamatave","CAR_2020_021",20
,"Depot Alarobia","CAR_2020_021",26.64
,"Showroom Alarobia","CAR_2020_022",0.15
,"Depot Alarobia","CAR_2020_022",3.54
,"Showroom Alarobia","CAR_2020_023",0.15
,"Depot Tamatave","CAR_2020_023",5
,"Depot Alarobia","CAR_2020_023",61.627
,"Showroom Alarobia","CAR_2020_024",0.15
,"Depot Tamatave","CAR_2020_024",0.26
,"Depot Alarobia","CAR_2020_024",49.906
,"Depot Ivandry","CAR_2020_025",1.946
,"Showroom Alarobia","CAR_2020_025",4
,"Depot Tamatave","CAR_2020_025",27.98
,"Depot Alarobia","CAR_2020_026",1
,"Depot Ivandry","CAR_2020_026",1.179
,"Depot Tamatave","CAR_2020_026",23.7
,"Showroom Alarobia","CAR_2020_027",0.04
,"Depot Tamatave","CAR_2020_027",27.8
,"Depot Andranomena","CAR_2020_027",218.35
,"Depot Ivandry","CAR_2020_027",1026.32
,"Depot Ivandry","CAR_2020_028",7.673
,"Depot Tamatave","CAR_2020_028",57
,"Depot Tamatave","CAR_2020_029",2
,"Depot Alarobia","CAR_2020_029",3
,"Depot Ivandry","CAR_2020_029",10
,"Showroom Alarobia","CAR_2020_030",1
,"Depot Tamatave","CAR_2020_030",10
,"Depot Ivandry","CAR_2020_030",40.906
,"Depot Tamatave","CAR_2020_031",36
,"Depot Ivandry","CAR_2020_031",208.282
,"Depot Tamatave","CAR_2020_032",1.973
,"Depot Ivandry","CAR_2020_032",274.791
,"Depot Tamatave","CAR_2020_033",17
,"Depot Ivandry","CAR_2020_033",188.771
,"Depot Ivandry","CAR_2020_034",2
,"Depot Tamatave","CAR_2020_034",14
,"Depot Ivandry","CAR_2020_035",0.028
,"Showroom Alarobia","CAR_2020_035",1
,"Depot Tamatave","CAR_2020_035",25
,"Showroom Alarobia","CAR_2020_036",1
,"Depot Tamatave","CAR_2020_036",14.6
,"Depot Ivandry","CAR_2020_036",330.447
,"Showroom Alarobia","CAR_2020_037",1
,"Depot Tamatave","CAR_2020_037",17
,"Depot Ivandry","CAR_2020_037",202.514
,"Depot Tamatave","CAR_2020_038",3.028
,"Depot Alarobia","CAR_2020_038",116.398
,"Depot Alarobia","CAR_2020_039",47.144
,"Depot Tamatave","CAR_2020_039",49.028
,"Showroom Alarobia","CAR_2020_040",0.583
,"NON CONFORME","CAR_2020_040",14
,"Depot Ivandry","CAR_2020_040",418.294
,"Depot Tamatave","CAR_2020_041",74
,"Depot Andranomena","CAR_2020_041",322.92
,"Depot Ivandry","CAR_2020_041",565.96
,"Depot Tamatave","CAR_2020_042",104
,"Depot Andranomena","CAR_2020_042",161.12
,"Depot Ivandry","CAR_2020_042",715.774
,"Depot Alarobia","CAR_2020_043",1
,"Depot Ivandry","CAR_2020_043",250
,"Depot Andranomena","CAR_2020_043",346.72
,"Depot Tamatave","CAR_2020_043",1188.96
,"Depot Andranomena","CAR_2020_044",53.83
,"Depot Tamatave","CAR_2020_044",483.96
,"Depot Ivandry","CAR_2020_044",1576.12
,"Depot Andranomena","CAR_2020_045",113.83
,"Depot Tamatave","CAR_2020_045",435
,"Depot Ivandry","CAR_2020_045",1449.92
,"Showroom Alarobia","CAR_2025_001",0.199
,"Depot Tamatave","CAR_2025_001",5
,"Depot Alarobia","CAR_2025_001",12.767
,"Depot Tamatave","CAR_2030_001",1.16
,"Showroom Alarobia","CAR_2030_001",1.74
,"Depot Ivandry","CAR_2030_001",3.14
,"Depot Tamatave","CAR_2030_002",6.8
,"Depot Ivandry","CAR_2030_002",27.66
,"Showroom Alarobia","CAR_2030_003",0.12
,"NON CONFORME TAVE","CAR_2030_003",5
,"Depot Tamatave","CAR_2030_003",11.32
,"Depot Alarobia","CAR_2030_003",82
,"Depot Ivandry","CAR_2030_003",144.68
,"Depot Tamatave","CAR_2030_004",1
,"NON CONFORME TAVE","CAR_2030_004",3
,"Depot Andranomena","CAR_2030_004",12
,"Depot Ivandry","CAR_2030_004",66
,"NON CONFORME TAVE","CAR_2030_005",5
,"Depot Tamatave","CAR_2030_005",7
,"Depot Ivandry","CAR_2030_005",12.88
,"Depot Alarobia","CAR_2030_005",21.72
,"Depot Alarobia","CAR_2030_006",2
,"Depot Tamatave","CAR_2030_006",22
,"Depot Andranomena","CAR_2030_006",38
,"Depot Tamatave","CAR_2030_007",12
,"Depot Andranomena","CAR_2030_007",14
,"Depot Ivandry","CAR_2030_007",18
,"NON CONFORME TAVE","CAR_2030_008",4
,"Depot Tamatave","CAR_2030_008",6
,"Depot Andranomena","CAR_2030_008",53
,"Depot Ivandry","CAR_2030_008",53.84
,"Depot Alarobia","CAR_2030_009",1
,"NON CONFORME TAVE","CAR_2030_009",1
,"Depot Ivandry","CAR_2030_009",7.96
,"Depot Tamatave","CAR_2030_009",12
,"Depot Ivandry","CAR_2030_010",30
,"Depot Tamatave","CAR_2030_012",30
,"Depot Andranomena","CAR_2030_012",57
,"NON CONFORME TAVE","CAR_2030_013",5
,"Depot Tamatave","CAR_2030_013",9
,"Depot Ivandry","CAR_2030_013",10.96
,"Depot Alarobia","CAR_2030_013",23
,"Depot Andranomena","CAR_2030_013",55
,"SMOI (Discoi)","CAR_2030_014",1
,"Showroom Alarobia","CAR_2030_014",2
,"Depot Alarobia","CAR_2030_014",7
,"SMOI (Discoi)","CAR_2030_015",1
,"Depot Ivandry","CAR_2030_015",10
,"Depot Andranomena","CAR_2030_015",14
,"Depot Tamatave","CAR_2030_015",28
,"Depot Alarobia","CAR_2030_015",67
,"Depot Tamatave","CAR_2030_016",0.28
,"Showroom Alarobia","CAR_2030_017",0.96
,"Depot Tamatave","CAR_2030_017",14
,"Depot Tamatave","CAR_2030_018",2
,"Depot Ivandry","CAR_2030_018",14
,"Depot Ivandry","CAR_2030_019",1.36
,"Depot Tamatave","CAR_2030_019",5
,"Showroom Alarobia","CAR_2030_020",0.94
,"Depot Ivandry","CAR_2030_020",1.78
,"Depot Tamatave","CAR_2030_020",3
,"Depot Tamatave","CAR_2030_021",54.48
,"Showroom Alarobia","CAR_2030_022",0.04
,"Depot Tamatave","CAR_2030_022",3
,"Depot Ivandry","CAR_2030_022",25.63
,"Depot Tamatave","CAR_2030_023",4
,"Depot Ivandry","CAR_2030_023",218.12
,"Showroom Alarobia","CAR_2030_024",0.52
,"Depot Ivandry","CAR_2030_024",10.2
,"Depot Tamatave","CAR_2030_024",74
,"Showroom Alarobia","CAR_2030_025",0.08
,"Depot Tamatave","CAR_2030_025",57.6
,"Depot Ivandry","CAR_2030_025",179.53
,"Depot Tamatave","CAR_2030_026",111.84
,"Depot Ivandry","CAR_2030_026",313.68
,"Depot Ivandry","CAR_2030_027",3.56
,"Depot Tamatave","CAR_2030_028",31.062
,"Depot Alarobia","CAR_2030_028",99.251
,"Depot Tamatave","CAR_2030_029",1.062
,"Depot Alarobia","CAR_2030_029",166.308
,"Showroom Alarobia","CAR_2030_030",0.187
,"Depot Tamatave","CAR_2030_030",1.062
,"Depot Alarobia","CAR_2030_030",237.059
,"Depot Tamatave","CAR_2030_031",3.062
,"Depot Alarobia","CAR_2030_031",163.839
,"Depot Tamatave","CAR_2030_032",31.062
,"Depot Alarobia","CAR_2030_032",258.688
,"Depot Tamatave","CAR_2030_033",27.752
,"Depot Alarobia","CAR_2030_033",113.814
,"Depot Tamatave","CAR_2030_034",21.062
,"Depot Alarobia","CAR_2030_034",112.688
,"Depot Tamatave","CAR_2030_035",1.062
,"Depot Alarobia","CAR_2030_035",156.688
,"Depot Tamatave","CAR_2030_036",31.062
,"Depot Alarobia","CAR_2030_036",116.626
,"Depot Tamatave","CAR_2030_037",29.222
,"Depot Alarobia","CAR_2030_037",128.626
,"Depot Tamatave","CAR_2030_038",30
,"Depot Alarobia","CAR_2030_038",62
,"Depot Alarobia","CAR_2030_039",22.82
